Company,City,State,Phone,MC_Number,DOT_Number,Called,Outcome,Notes
L&J INTERMODAL INC,CHICAGO,IL,(773) 964-9771,MC1798238,4534012,,,
MCIII LOGISTICS LLC,CHICAGO,IL,(312) 504-4463,MC1748747,4441048,,,
FREEPORT EXPRESS LLC,FREEPORT,IL,(815) 582-0010,MC1802411,4541696,,,
VIG GEAR INC,SOUTH ELGIN,IL,(207) 752-0116,MC1726375,4398616,,,
LT-TRUCKING LLC,METROPOLIS,IL,(270) 210-0541,MC1802203,4541311,,,
ROYAL ROUTE LLC,CHICAGO,IL,(219) 386-0576,MC1802265,4541415,,,
TGI CARGO EXPRESS INC,BUFFALO GROVE,IL,(224) 475-3646,MC1740373,4425152,,,
GP TRANSPORT SERVICES LLC,SCHAUMBURG,IL,(224) 454-5397,MC1802668,4542156,,,
PHANTOM EXPRESS LLC,OAKBROOK TERRACE,IL,(331) 316-8886,MC1741833,4427934,,,
EDDLEMAN FARMS LLC,DONGOLA,IL,(618) 697-8972,MC1791124,3384432,,,
BDS LEASE LLC,VERNON HILLS,IL,(224) 857-8934,MC1766020,4473830,,,
CARRA NEWMAN TRUCKING & EXCAVATING LLC,TAMPICO,IL,(815) 499-6740,MC1793466,4525101,,,
ZOLBAYAR ULAANKHUU,SCHAUMBURG,IL,(224) 661-5422,MC1801897,4540776,,,
CARRIERS & COURIERS INC,BLOOMINGTON,IL,(309) 585-2065,MC1787199,4513417,,,
BRACEY ENTERPRISE LLC,CHICAGO,IL,(773) 869-3356,MC1778199,4496437,,,
NO XCUSES TRUCKING INC,LIBERTYVILLE,IL,(847) 791-2868,MC1779288,4498473,,,
GLX LOGISTEX INC,CHICAGO,IL,(773) 485-5496,MC1802058,4541039,,,
DWP LOGISTICS INC,CHICAGO,IL,(773) 398-4326,MC1802334,4541538,,,
RBX LOGISTICS COMPANY,ORLAND HILLS,IL,(708) 852-8879,MC1802004,4540932,,,
RED VAN LOGISTICS LLC,ROLLING MEADOWS,IL,(331) 462-8806,MC1782098,4503858,,,
CALERA INC,OAK LAWN,IL,(708) 528-4758,MC1785992,4511086,,,
MAX DRIVING CORP,COUNTRYSIDE,IL,(360) 328-9930,MC1802604,4542011,,,
RAYN CARGO INC,ORLAND PARK,IL,(708) 491-9536,MC1802886,4542575,,,
FJ INTERMODAL INC,PALOS HILLS,IL,(708) 765-2525,MC1724538,4395027,,,
GRANE TEXAS TRANSPORT LLC,BENSENVILLE,IL,(773) 379-9700,MC1791021,4520520,,,
PRINCESS MIA'S & COMPANY LLC,SOUTH BARRINGTON,IL,(224) 497-4069,MC1802188,4541282,,,
MIGHTYMEN HAUL STARS INC,CHICAGO,IL,(708) 618-8800,MC1802703,4542219,,,
CHAD RICHARDS,GRAFTON,IL,(618) 535-8270,MC1798742,4518691,,,
"BIG REDS SHIPPING, DELIVERY, & HAULING LLC",ROCKFORD,IL,(815) 540-9265,MC1785606,4510426,,,
YBARRA TRANSPORT LLC,PALATINE,IL,(847) 848-4830,MC1803117,4542934,,,
CLOSE TRUCKING LTD.,MILLERSBURG,OH,(330) 231-5454,MC148626,383212,,,
SES. INC.,BOARDMAN,OH,(330) 751-2222,MC373693,718077,,,
"CRAIG MILLER TRUCKING, LLC.",WAYNE,OH,(419) 345-0527,MC445811,1069531,,,
FREIGHT ONE TRUCKING INC,POWELL,OH,(614) 804-7314,MC553550,1461433,,,
CNN ENTERPRISES LLC,ASHTABULA,OH,(440) 361-0548,MC622748,1693081,,,
BRAD P BUSSERT TRUCKING INC,AMANDA,OH,(740) 503-3087,MC710976,1207970,,,
BRI-SON TRUCKING LLC,ASHLAND,OH,(330) 201-2259,MC703131,1986646,,,
SEVEN STAR EXPRESS INC,MONROE,OH,(513) 360-0781,MC724232,2072469,,,
DELIVERIES DONE RIGHT LLC,AKRON,OH,(330) 564-7050,MC763459,2145170,,,
MOONSTAR EXPRESS LLC,DAYTON,OH,(208) 371-5368,MC817338,2380041,,,
AMERICAN EAGLE EXPRESS LLC,SPRINGBORO,OH,(937) 242-3579,MC833351,2419820,,,
FAIRLINE LLC,GAHANNA,OH,(612) 309-8401,MC857395,2478179,,,
"UNITED PLOWING, INC.",BROADVIEW HEIGHTS,OH,(440) 554-5884,MC909201,2591779,,,
LGS TRUCKING INC.,COLUMBUS,OH,(347) 440-8441,MC922386,2723711,,,
CAPTAIN FREIGHT LLC,TIPP CITY,OH,(937) 814-9585,MC918699,2637458,,,
ZACK TRANSPORTATION LLC,COLUMBUS,OH,(614) 704-9484,MC948578,2835454,,,
AMERICAN ROADWAYS CORP,FAIRFIELD,OH,(516) 418-0691,MC968835,2885326,,,
CADWEYNE TRANSPORTATION LLC,HILLIARD,OH,(614) 705-8734,MC078774,3103382,,,
SHENANDOAH GROWERS INC,HAMILTON,OH,(859) 578-8800,MC050446,668182,,,
INTELFREIGHT LLC,COLUMBUS,OH,(614) 570-0708,MC080870,3107408,,,
K & H TRANS INC,LOVELAND,OH,(203) 443-8888,MC081356,3108352,,,
JAHOUR TRANSPORT LLC,LEWIS CEN,OH,(620) 757-3095,MC064419,3076921,,,
RESERVE TRANSPORT LLC,TWINSBURG,OH,(330) 840-3298,MC070661,3088583,,,
KILL SHOT HOT SHOT SERVICES LLC,BLOOMINGDALE,OH,(740) 350-9956,MC113312,3164163,,,
IKAMAL INC,DAYTON,OH,(757) 520-0303,MC109706,3158773,,,
CERTIFIED TRUCKING LLC,DAYTON,OH,(937) 705-9579,MC110239,3160058,,,
FIRST TEAM LOGISTICS LLC,COLUMBUS,OH,(614) 668-5963,MC1014326,3233666,,,
PRIORITY TRANSPORT LLC,HILLIARD,OH,(614) 325-6913,MC1033738,3273322,,,
M & H CARRIER INC,TIPP CITTY,OH,(925) 368-0195,MC1097267,3406217,,,
KAFE EXPRESS LLC,COLUMBUS,OH,(614) 508-3338,MC1157389,3503736,,,
METOBOR INTL LLC,FAIRFIELD,OH,(513) 557-6529,MC1138034,3474166,,,
ALIF UZ CORP,DAYTON,OH,(929) 414-1010,MC1136963,3472462,,,
EL QUALITY INC,MAINEVILLE,OH,(513) 713-9398,MC1073809,3356016,,,
RAYAAN TRANSPORTATION LLC,DUBLIN,OH,(952) 820-5400,MC1072663,3353752,,,
CHANEY HEAVY DUTY SERVICES LLC,HILLSBORO,OH,(937) 509-2688,MC1047926,3303153,,,
FARIOTTES FREIGHT COMPANY,MONROE,OH,(513) 434-1111,MC1113683,3434433,,,
JMS EXPRESS INC,CINCINNATI,OH,(718) 690-1572,MC1128536,3459166,,,
BAAFO INC,COLUMBUS,OH,(224) 275-2727,MC1125027,3453519,,,
AM EXPRESS LLC,COLUMBUS,OH,(614) 795-5020,MC1089382,3390076,,,
BIBI CARRIER LLC,FAIRFIELD,OH,(201) 899-0786,MC1116277,3438799,,,
AAR EXPRESS LLC,CINCINNATI,OH,(513) 259-9195,MC1127060,3451713,,,
TGZ LOGISTICS LLC,TOLEDO,OH,(419) 917-4805,MC1170256,3523300,,,
NUKA EXPRESS INC,DAYTON,OH,(844) 444-6852,MC1198495,3564601,,,
MMS EXPRESS LINE LLC,MORROW,OH,(347) 237-0071,MC1247565,3635981,,,
S&E EXPRESS TRANSPORTATION LLC,WHITEHALL,OH,(614) 907-3914,MC1241957,3628158,,,
UNIVERSAL LOGISTICS SERVICES INC,MASON,OH,(929) 777-1417,MC1167047,3518504,,,
JIDO FREIGHT LLC,EUCLID,OH,(770) 727-0111,MC1174807,3529949,,,
BAY CARGO INC,CINCINNATI,OH,(757) 692-8890,MC1231626,3613444,,,
AY EXPRESS LLC,DAYTON,OH,(804) 550-6208,MC1190097,3552249,,,
WHITESTAR TRUCKING LLC,CINCINNATI,OH,(513) 288-1828,MC1264074,3658770,,,
O & O TRUCKING LLC,MAINEVILLE,OH,(502) 936-7776,MC1195289,3559936,,,
NOMAD LOGISTICS INC,COLUMBUS,OH,(614) 918-8085,MC1222345,3599857,,,
MV CARGO INC,MAINEVILLE,OH,(718) 551-6605,MC1280984,3681838,,,
BWI TECHNOLOGY INC,CINCINNATI,OH,(513) 506-0777,MC1352257,3779250,,,
HELPINGHANDSHOME IMPROVEMENT INC,DAYTON,OH,(937) 727-2956,MC1358519,3787958,,,
CRIBBS TRUCKING LLC,NORTH ROYALTON,OH,(614) 302-0779,MC1330459,3749477,,,
STEVEN BORROR,MONCLOVA,OH,(419) 467-6924,MC1365586,2961371,,,
SMITH TRANSPORTATION SERVICES LLC,GARFIELD HEIGHTS,OH,(330) 888-3747,MC1284764,3687033,,,
SHALABI TRANSPORT LLC,LAKEWOOD,OH,(216) 553-8681,MC1373952,3809140,,,
BLUE FLASH LOGISTICS INC,CLEVELAND,OH,(216) 260-3150,MC1370904,3804910,,,
ALL4YOUEXPRESS LLC,COLUMBUS,OH,(901) 463-4747,MC1283687,3685600,,,
PHOENIX EXPEDITE COMPANY LLC,TIFFIN,OH,(234) 706-0775,MC1319220,3734016,,,
ETF FREIGHT LLC,GAHANNA,OH,(718) 825-6053,MC1392149,3834426,,,
AMERICAN TRANSPORTATION GROUP INC,COLUMBUS,OH,(909) 977-9571,MC1444218,3911750,,,
RIGHT ON TIME LLC,CINCINNATI,OH,(513) 442-4953,MC1418627,3857125,,,
AL NOOR CARRIER LLC,COLUMBUS,OH,(904) 752-7460,MC1475072,3957821,,,
R & B MOBILE TRANSPORTATION LLC,BLUE ROCK,OH,(740) 562-5313,MC1402193,3848811,,,
PSP TRANS LLC,AURORA,OH,(330) 962-0566,MC1387013,3827184,,,
OMEGA CARGO LLC,DAYTON,OH,(732) 484-4343,MC1527512,4038348,,,
DURIGS TRUCKING INC,WARREN,OH,(918) 859-8079,MC1547405,4072362,,,
NOSO CONSTRUCTION LLC,DAYTON,OH,(937) 469-1215,MC1549043,4075104,,,
JAYDEN EXPRESS LLC,COLUMBUS,OH,(614) 680-9871,MC1572370,4114637,,,
"FREIGHT FORT, LLC",DUBLIN,OH,(929) 261-6344,MC1529358,4041351,,,
BLUE FLAG TRUCKING LLC,COLUMBUS,OH,(206) 741-9949,MC1502727,3999452,,,
FORMIKA LLC,SPRINGDALE,OH,(305) 319-0680,MC1510932,4012100,,,
HARRY CARGO LLC,WEST CHESTER,OH,(513) 658-4604,MC1500453,3995977,,,
DR LAWNCARE LLC,ASHLAND,OH,(419) 632-4294,MC1509402,4009755,,,
SMART GEO TRANS INC,CANTON,OH,(215) 900-3028,MC1567578,4106473,,,
A.C. BOX TRUCKING LOGISTICS LLC,MIDDLETOWN,OH,(513) 252-3262,MC1528645,4040201,,,
T & D TRANSPORTATION LLC,BEDFORD,OH,(216) 245-9813,MC1546330,4070486,,,
WATER'S EDGE TRANSPORT LLC,DUNDEE,OH,(330) 413-3177,MC1563757,4099898,,,
WILLIAM & WILLIAMS TRUCKING LLC,WEST CHESTER TOWNSHIP,OH,(347) 341-1000,MC1538662,4057130,,,
STP HAULING LLC,SWANTON,OH,(429) 467-6924,MC1600312,4163517,,,
FENCEROW TRANSPORT LLC,BRYAN,OH,(567) 686-2551,MC1647604,4250653,,,
MMTA GROUP INC,LEBANON,OH,(513) 882-4453,MC1614329,4189476,,,
FALCON ENERGY LOGISTICS LLC,KENT,OH,(330) 221-3639,MC1621802,4202969,,,
CFD LOGISTICS LLC,LANCASTER,OH,(614) 649-5677,MC1610551,4182474,,,
GOLDEN STAR EXPRESS LLC,MIDDLEBURG HEIGHTS,OH,(203) 873-7944,MC1608111,4178019,,,
KOALA AUTO GROUP  LLC,GRAND RAPIDS,OH,(419) 466-8174,MC1640844,4238202,,,
ROAD RIDER LLC,COLUMBUS,OH,(614) 349-5815,MC1622712,4204690,,,
PINES AUTO HAULING LLC,TOLEDO,OH,(567) 408-0844,MC1618537,4197250,,,
MAGNAT EXPRESS LLC,TIPP CITY,OH,(270) 996-9366,MC1699644,4347926,,,
OSFA INC,HUBER HEIGHTS,OH,(937) 581-2887,MC1596801,4147270,,,
BELTRANS MVP INC,TIPP CITY,OH,(929) 509-9037,MC1658485,4270630,,,
TURKEY BAG TRUCKING LLC,LYNDHURST,OH,(216) 463-2035,MC1626575,4211843,,,
HEYDAY EXPRESS LLC,MAINEVILLE,OH,(513) 255-2069,MC1638478,4233931,,,
FTC SERVICES LLC,POWELL,OH,(380) 261-0415,MC1653860,4262163,,,
MALYAR TRANSPORTATION INC,AKRON,OH,(203) 999-0735,MC1621322,4202152,,,
HBF EXPRESS LLC,MASON,OH,(415) 481-7994,MC1694562,4338020,,,
TIGERS TEAM CORP,MONROE,OH,(513) 991-4073,MC1630049,4218290,,,
ZAC ENTERPRISE LLC,COLUMBUS,OH,(614) 966-9559,MC1683243,4316233,,,
RSL TRUCKLINES INC,CLARKSVILLE,OH,(937) 944-1555,MC1698178,4345066,,,
MILE 47 TRUCKING LLC,MAINEVILLE,OH,(347) 417-1275,MC1684217,4318003,,,
NAVA LOGISTICS LLC,COLUMBUS,OH,(330) 245-6281,MC1651061,4257118,,,
DVR TRUCKING LLC,LIBERTY TOWNSHIP,OH,(513) 208-7988,MC1793450,4525070,,,
MARGE ENTERPRISE LLC,CLEVELAND,OH,(216) 209-4538,MC1712673,4372309,,,
RUBBER CITY TRANSPORTATION,AKRON,OH,(330) 631-5157,MC1803163,4543000,,,
MAE TRANS LLC,REYNOLDSBURG,OH,(857) 269-0086,MC1768400,4478349,,,
GYL TRUCKING LLC,CINCINNATI,OH,(513) 501-4333,MC1749333,4442181,,,
AVX CARGO LLC,MAINEVILLE,OH,(513) 883-7878,MC1794736,4527443,,,
LAW LOGISTICS LLC,SHELBY,OH,(419) 989-5979,MC1726516,4398893,,,
DINO DELIVERY LLC,AMELIA,OH,(513) 382-2780,MC1789991,4518629,,,
MYM EXPRESS INC,TIPP CITY,OH,(610) 937-9122,MC1722978,4391877,,,
ROUTENOVA PRIME LLC,WEST CHESTER,OH,(380) 289-6898,MC1802326,4541526,,,
CINCINNATI EXPRESS LLC,SHARONVILLE,OH,(513) 908-9066,MC1715581,4377740,,,
AMASON TRANSPORT LLC,COLUMBUS,OH,(845) 390-1002,MC1792051,4522017,,,
FAST TRACKING TRANSPORTATION LLC,NORTH RIDGEVILLE,OH,(440) 935-4843,MC1718492,4383047,,,
SPORT EXPRESS INC,STOW,OH,(330) 212-7226,MC1772637,4486130,,,
US LINE CARGO LLC,TIPP CITY,OH,(937) 814-9283,MC1788783,4516328,,,
SHAYDO TRANSPORTATION LLC,MASON,OH,(917) 757-6425,MC1802199,4541303,,,
INFINITY PLAN LLC,CINCINNATI,OH,(772) 888-5464,MC1713221,4373303,,,
DAXT TRUCKING LLC,GALION,OH,(234) 659-8595,MC1797696,4530454,,,
369 TRANSPORTATION LLC,WEST CHESTER,OH,(513) 212-1778,MC1754246,4451493,,,
KENN TRUCKING LLC,MEDINA,OH,(234) 652-8542,MC1798675,4534801,,,
SHEROFFICIAL INC,MASON,OH,(929) 317-7070,MC1716604,4379688,,,
OHIO VALLEY FREIGHT LLC,TIFFIN,OH,(440) 378-6005,MC1780081,4499965,,,
HOUSTON TRANSPORT XPRESS LLC,EUCLID,OH,(619) 385-8850,MC1793221,4524662,,,
WILSON ELITE TRANSPORT LLC,MENTOR,OH,(440) 321-6563,MC1801538,4540084,,,
RDL LOGISTICS LLC,MEDINA,OH,(234) 252-6598,MC1797563,4532816,,,
AKMAS LLC,TOLEDO,OH,(929) 792-0227,MC1785940,4511005,,,
DT TRANSPORTATION INC,COLUMBUS,OH,(216) 452-8448,MC1716869,4380135,,,
ROYAL EXPRESS RELOCATIONS LLC,COLUMBUS,OH,(564) 464-8627,MC1755785,4454411,,,
MCURTICE LLC,TOLEDO,OH,(567) 267-1876,MC1790287,4519129,,,
GRS LOGISTICS LLC,HAMILTON,OH,(840) 210-4574,MC1785661,4510513,,,
DMA LOGISTICS,CLEVELAND,OH,(216) 432-2338,MC1780210,4500212,,,
GARCIAFJF LLC,WESTERVILLE,OH,(614) 572-5855,MC1760947,4464232,,,
DAUNTLESS RESOURCE GROUP INC,CINCINNATI,OH,(513) 501-9862,MC1776938,4494070,,,
MANNY TRANSPORT LLC,SPRINGDALE,OH,(513) 773-8404,MC1745026,4434074,,,
ALTYPE CARGO LLC,CLEVELAND,OH,(216) 410-7478,MC1755285,4453425,,,
TURBO FREIGHT LINES LLC,DAYTON,OH,(419) 504-1558,MC1779080,4498118,,,
BRIAN HARP LLC,CLEVELAND,OH,(614) 425-2333,MC1779477,4487769,,,
PRIME HOUR LOGISTICS,OBETZ,OH,(614) 906-0600,MC1764027,4469966,,,
LUMUMBA ROBERSON,CINCINNATI,OH,(646) 660-3639,MC1735207,4400888,,,
SONA GROUP LLC,DUBLIN,OH,(614) 963-0143,MC1781422,4502542,,,
AVGUR TRUCKING LLC,WEST CHESTER,OH,(513) 680-8475,MC1707137,4362086,,,
HASH TRUCKING LLC,MIAMISBURG,OH,(917) 863-5982,MC1749584,4442633,,,
FLASH GORDON FREIGHT SOLUTIONS LLC,CLEVELAND,OH,(216) 319-8598,MC1802016,4540952,,,
DREAM ENTERPRISE SOLUTIONS LTD,DAYTON,OH,(513) 503-1773,MC1797907,4533424,,,
GLR LOGISTICS LLC,HAMILTON,OH,(513) 330-3287,MC1801080,4539265,,,
AZON LOGISTICS LLC,CLEVELAND,OH,(516) 790-9080,MC1801965,4540872,,,
ARDZIN TRUCKING LLC,FOSTORIA,OH,(330) 226-2565,MC1774663,4489967,,,
JLEN FREIGHT LLC,BUCYRUS,OH,(419) 856-2568,MC1801128,4539357,,,
M & P TRANSPORTING LLC,WAYNESBURG,OH,(330) 990-0868,MC1803252,4543191,,,
"HILCO LIQUID TRANSPORT, LLC",GREENSBORO,NC,(336) 273-9441,MC157042,931372,,,
"WHITE OWL TRANSPORTATION, LLC",LAGRANGE,NC,(252) 361-2100,MC211225,2485499,,,
"HILCO TRANSPORT, INC.",GREENSBORO,NC,(336) 273-9441,MC207641,328463,,,
"GENE STONER GRADING & HAULING, INC.",SALISBURY,NC,(704) 663-5204,MC337394,730421,,,
PELHAM TRANSPORTATION CORPORATION,REIDSVILLE,NC,(336) 349-7113,MC475268,1195057,,,
MITCHELL STANCIL,BETHEL,NC,(252) 825-0345,MC493924,429066,,,
"FIRST CLASS BUS TOURS & TRAVEL SERVICES, INC",WINSTON SALEM,NC,(336) 682-6551,MC564045,1501986,,,
"FOXX TRUCKING, INC.",MARS HILL,NC,(828) 689-5121,MC585412,1574708,,,
"ESTATE WEALTH BUYERS, INC",RIEGELWOOD,NC,(404) 274-9021,MC695791,1962950,,,
RONNIE MELVIN SMITH,ENFIELD,NC,(252) 308-2868,MC723891,639013,,,
GUILLERMO A CASTILLO,ROSE HILL,NC,(910) 233-8553,MC738190,1766485,,,
LEES AUTO TRANSPORT LLC,HAMPSTEAD,NC,(910) 520-1115,MC776388,2273258,,,
JAMES GANG TRUCKING LLC,LAWNDALE,NC,(704) 466-9134,MC807859,2359277,,,
MARLOWE GRADING INC,LEICESTER,NC,(828) 712-6468,MC789878,2313730,,,
RIDEOUT EXPRESS LLC,STATESVILLE,NC,(704) 999-3061,MC784356,2297037,,,
PROMPT TRANSPORT INC,INDIAN TRAIL,NC,(201) 888-8975,MC794952,2328656,,,
PK TURBO LLC,MATTHEWS,NC,(877) 505-0091,MC842838,2455716,,,
HELPS LLC,CHARLOTTE,NC,(704) 517-3056,MC905479,2119013,,,
ROAD HAUGS INC,INDIAN TRAIL,NC,(704) 492-5311,MC882889,2535952,,,
S&D LOGISTIC LLC,ROANOKE RAPIDS,NC,(252) 578-4873,MC902107,2546510,,,
CLAPP'S TRANSPORT INC,LIBERTY,NC,(336) 646-3033,MC904804,2583251,,,
DOUBLE T TRANSPORT LLC,HARMONY,NC,(704) 450-5921,MC909442,1188460,,,
IBC SPECIALTIES INC,GASTONIA,NC,(704) 865-0777,MC917447,2493548,,,
CASCO INC,LINCOLNTON,NC,(732) 585-5739,MC954044,2845697,,,
GRISSOM INC,MOORESVILLE,NC,(704) 400-8957,MC990287,2921050,,,
RIO TRANSPORTATION LLC,WILSON,NC,(252) 955-1984,MC017617,2988072,,,
OGANDO TRANSPORT LLC,GASTONIA,NC,(980) 888-6562,MC070790,3088850,,,
BORDEAUX CONTRACTING COMPANY LLC,ELIZABETHTOWN,NC,(910) 876-2548,MC064838,3068877,,,
D F LOGISTICS LLC,CHARLOTTE,NC,(530) 605-2090,MC091307,3127502,,,
RICHARD M AKANDE,GREENSBORO,NC,(336) 362-0379,MC066877,3081349,,,
"JDS TRUCKING OF NC, LLC",LAURINBURG,NC,(252) 678-4353,MC031978,3016491,,,
OTW LOGISTICS LLC,MARSHVILLE,NC,(980) 858-5720,MC114454,3165849,,,
GOLDWAY TRANSPORTATION LLC,TAYLORSVILLE,NC,(828) 302-8067,MC1016945,3238933,,,
WAGADOU TRANSPORT LLC,KINGS MOUNTAIN,NC,(704) 689-1292,MC132868,3188428,,,
MR CARRIER INC,MORGANTON,NC,(828) 228-1360,MC1033073,3271915,,,
AMVET TRANSPORT INC,CARY,NC,(910) 827-7030,MC165682,3199840,,,
JAMBO LOGISTICS LLC,RALEIGH,NC,(401) 442-3452,MC1117277,3440522,,,
TOOLE LOGISTICS LLC,DURHAM,NC,(919) 519-0018,MC1147862,3489346,,,
T&S CARGO LLC,TAYLORSVILLE,NC,(828) 303-0695,MC1127705,3457836,,,
NORTHEAST LOGISTICS LLC,RALEIGH,NC,(919) 897-0021,MC1095472,3402563,,,
MARSHALL LOGISTICS LLC,CHARLOTTE,NC,(704) 559-9118,MC1043783,3294457,,,
MK & SK LOGISTIC INC,HOLLY SPRINGS,NC,(937) 489-9824,MC1096224,3404022,,,
IRONGATE TRANSPORTATION LLC,GREENSBORO,NC,(914) 486-2982,MC1098465,3408687,,,
AJP TRANSPORT INC,MOUNT AIRY,NC,(336) 391-9466,MC1090854,3393096,,,
RED STAR TRUCKING LLC,ASHEBORO,NC,(336) 267-6251,MC1099386,3410362,,,
PEACE OF MIND ENTERPRISE LLC,SILER CITY,NC,(757) 609-5897,MC1045699,3298347,,,
TNV TRUCKING LLC,HAVELOCK,NC,(252) 665-2372,MC1048076,3303436,,,
DREAM XPRESS TRUCKS INC,CHARLOTTE,NC,(980) 242-9720,MC1082907,3375961,,,
RAMEY MARKETING AND MANAGEMENT GROUP INC,CHARLOTTE,NC,(704) 614-3497,MC1128037,3332581,,,
MCKIVER NATIONAL INC,HIGH POINT,NC,(336) 947-6339,MC1155033,3500227,,,
"TO THE T TRANSPORT, LLC",WINSTON SALEM,NC,(757) 672-5869,MC1235976,3619709,,,
XCUSE ME TRUCKING LLC,AHOSKIE,NC,(252) 287-0338,MC1161907,3510651,,,
GARCIA & SON LOGISTICS LLC,KANNAPOLIS,NC,(718) 838-4010,MC1187558,3548557,,,
CAZH LLC,CHARLOTTE,NC,(352) 616-9838,MC1188698,3550175,,,
CC MARKLAND TRUCKING LLC,MONROE,NC,(704) 534-0368,MC1218801,3594627,,,
W L CHAMBERS TRUCKING INC,WADESBORO,NC,(843) 287-8112,MC1197710,3563485,,,
TC TRUCKING OF NC LLC,CHARLOTTE,NC,(980) 267-5846,MC1262941,3657166,,,
KTF XPRESS LLC,GASTONIA,NC,(704) 901-6388,MC1171525,3525160,,,
BRYON DOVE LLC,LINCOLNTON,NC,(980) 286-6346,MC1251944,3642062,,,
BRUNSON TRANSPORT LLC,HERTFORD,NC,(252) 435-8787,MC1295426,3701622,,,
D3R LOGISTICS LLC,CHARLOTTE,NC,(704) 251-9473,MC1281714,3682826,,,
007 EXPRESS LLC,CHARLOTTE,NC,(704) 576-1991,MC1350252,3776440,,,
JONES LOAD N GO LLC,CHARLOTTE,NC,(704) 840-6437,MC1326809,3741831,,,
RED TRUCKING COMPANY RP LLC,ROCKY POINT,NC,(910) 622-4947,MC1420882,3876537,,,
M-EAST TRANS LLC,CHARLOTTE,NC,(678) 571-3474,MC1397672,3842221,,,
GLOVER FAMILY TRUCKING LLC,SAINT PAULS,NC,(910) 922-1555,MC1385812,3825515,,,
P & A TRANSPORTATION INCORPORATED,RALEIGH,NC,(919) 600-9694,MC1400150,3845825,,,
"ALEXANDER AND SANDERS, LLC",CHARLOTTE,NC,(980) 408-6799,MC1382895,3821340,,,
NORTHERN LINEAR LLC,GASTONIA,NC,(704) 657-4227,MC1482444,3968814,,,
BLUE NEXT DOOR TRANSPORT LLC,CHARLOTTE,NC,(919) 763-2689,MC1406331,3854921,,,
PATTERSON CARRIERS LLC,SPINDALE,NC,(828) 223-6474,MC1466782,3945714,,,
FIRELINE TRANSPORT LLC,THOMASVILLE,NC,(336) 906-2618,MC1582519,4132106,,,
VICTORY LANE TRUCK & AUTO INC,LUMBERTON,NC,(910) 739-7146,MC1518017,4023168,,,
BOAZ LOGISTICS LLC,RALEIGH,NC,(984) 268-9274,MC1521667,4029029,,,
ABRIL BROTHERS LLC,DURHAM,NC,(718) 598-8711,MC1568194,4107500,,,
NORTHPOINT TRANSPORT AND LOGISTICS LLC,CLAYTON,NC,(929) 365-5038,MC1539963,4059402,,,
EKZ EXPRESS LLC,GASTONIA,NC,(704) 524-9991,MC1484690,3964668,,,
MYERS LOGISTICS LLC,CHARLOTTE,NC,(213) 294-3269,MC1584322,4106557,,,
DRM TRANSPORT LLC,CLEMMONS,NC,(743) 900-2874,MC1558973,4091830,,,
GOMEZ TRANSPORT LLC,DURHAM,NC,(732) 816-5940,MC1554558,4083813,,,
SPEEDY COUCH LLC,WILMINGTON,NC,(650) 499-7325,MC1596132,4155657,,,
JT'S TRANSPORT & LOGISTICS LLC,CONCORD,NC,(912) 675-6286,MC1534359,4049884,,,
SMALL LOGISTICS LLC,MOYOCK,NC,(757) 822-0546,MC1587564,4140764,,,
C & T TRANSPORT SERVICES LLC,CHARLOTTE,NC,(704) 919-8409,MC1596304,4155998,,,
THE 252 LEGENDS LLC,WILSON,NC,(252) 218-2900,MC1530394,4043152,,,
VAUGHNS LOGISTICS LLC,CHARLOTTE,NC,(704) 287-2958,MC1632009,4212242,,,
J RICH TRANSPORTATION LLC,JACKSONVILLE,NC,(919) 514-7962,MC1653314,3918803,,,
REMULUS LLC,DURHAM,NC,(910) 224-0364,MC1654075,4262536,,,
THE REAL DEAL MCKOY HAULING & TRANSPORT LLC,WAGRAM,NC,(910) 724-0501,MC1664346,4281317,,,
SWEETCEE TOURS LLC,CHARLOTTE,NC,(980) 939-9042,MC1646772,4050524,,,
RAI TRANSPORT LLC,WINSTON SALEM,NC,(336) 937-5748,MC1623731,4206592,,,
BIG BOOT LLC,GRIMESLAND,NC,(252) 751-7691,MC1626395,4211509,,,
MAC ENTERPRISE LLC,CHARLOTTE,NC,(704) 281-0450,MC1614318,4189454,,,
VONS TRUCKING LLC,WAKE FOREST,NC,(919) 695-1804,MC1673489,4298174,,,
TTZ TRANSPORTATION LLC,CARY,NC,(908) 357-3818,MC1659486,4272479,,,
NO LIMIT CARRIER LLC,CHARLOTTE,NC,(980) 226-7685,MC1621842,4203033,,,
T&J TRUCKING LOGISTICS LLC,CHARLOTTE,NC,(714) 213-2593,MC1614368,4189557,,,
WING AND A PRAYER TRUCKING LLC,LOWELL,NC,(980) 285-4194,MC1641280,4238969,,,
BRIAN MCGLONE,SHELBY,NC,(704) 284-2138,MC1596616,4156541,,,
CAROLINA MOON CARRIERS LLC,CHARLOTTE,NC,(704) 803-5865,MC1690743,4330478,,,
MCKOY LOGISTIC SERVICES LLC,WENDELL,NC,(919) 685-2080,MC1684238,4297698,,,
TJ&K LOGISTICS AND HAULING LLC,DUNN,NC,(910) 658-0140,MC1634817,4227128,,,
ADAMA KARAMOKO,CHARLOTTE,NC,(929) 428-2868,MC1681235,4312679,,,
ARDON TRUCKING LLC,ZEBULON,NC,(919) 518-6486,MC1676803,4304309,,,
